"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"569026","21975","PACK OF 60 DINOSAUR CAKE CASES",24,"9/30/2011 10:18",0.55,16101,"United Kingdom"
"544463","22256","FELT FARM ANIMAL CHICKEN",1,"2/20/2011 14:31",1.25,12988,"United Kingdom"
"576212","22645","CERAMIC HEART FAIRY CAKE MONEY BANK",4,"11/14/2011 12:45",1.45,18082,"United Kingdom"
"559905","23165","LARGE CERAMIC TOP STORAGE JAR",48,"7/13/2011 13:27",1.45,15311,"United Kingdom"
"542000","82482","WOODEN PICTURE FRAME WHITE FINISH",6,"1/25/2011 10:49",2.55,14257,"United Kingdom"
"573367","23168","CLASSIC CAFE SUGAR DISPENSER",12,"10/30/2011 13:17",1.25,16145,"United Kingdom"
"554920","21577","SAVE THE PLANET COTTON TOTE BAG",12,"5/27/2011 12:41",2.25,16275,"United Kingdom"
"560504","21621","VINTAGE UNION JACK BUNTING",12,"7/19/2011 11:47",8.5,13081,"United Kingdom"
"548971","48111","DOORMAT 3 SMILEY CATS",1,"4/5/2011 11:29",7.95,16919,"United Kingdom"
"562517","22456","NATURAL SLATE CHALKBOARD LARGE ",1,"8/5/2011 12:27",4.95,15719,"United Kingdom"
"556056","22384","LUNCH BAG PINK POLKADOT",1,"6/8/2011 13:35",1.65,17841,"United Kingdom"
"574502","23084","RABBIT NIGHT LIGHT",5,"11/4/2011 13:16",2.08,17274,"United Kingdom"
"542429","84077","WORLD WAR 2 GLIDERS ASSTD DESIGNS",48,"1/28/2011 10:08",0.29,13330,"United Kingdom"
"559526","21179","NO JUNK MAIL METAL SIGN",1,"7/10/2011 11:19",0.39,15756,"United Kingdom"
"543306","21210","SET OF 72 RETROSPOT PAPER  DOILIES",1,"2/7/2011 11:56",1.45,16686,"United Kingdom"
"569396","22988","SOLDIERS EGG CUP ",12,"10/3/2011 17:48",1.25,16441,"United Kingdom"
"566599","23329","DECORATIVE WICKER HEART LARGE",2,"9/13/2011 15:37",1.65,15998,"United Kingdom"
"549546","21716","BOYS VINTAGE TIN SEASIDE BUCKET",2,"4/10/2011 11:24",2.55,16889,"United Kingdom"
"572741","35970","ZINC FOLKART SLEIGH BELLS",12,"10/25/2011 15:47",1.69,14341,"United Kingdom"
"546851","22326","ROUND SNACK BOXES SET OF4 WOODLAND ",6,"3/17/2011 13:23",2.95,12480,"Germany"
"550750","82484","WOOD BLACK BOARD ANT WHITE FINISH",2,"4/20/2011 11:45",7.95,13632,"United Kingdom"
"541269","21080","SET/20 RED RETROSPOT PAPER NAPKINS ",12,"1/17/2011 11:01",0.85,12626,"Germany"
"569234","22063","CERAMIC BOWL WITH STRAWBERRY DESIGN",1,"10/2/2011 15:33",2.95,17841,"United Kingdom"
"548468","47566","PARTY BUNTING",4,"3/31/2011 12:28",4.95,14818,"United Kingdom"
"566558","15056N","EDWARDIAN PARASOL NATURAL",2,"9/13/2011 11:51",5.95,15311,"United Kingdom"
"570010","23534","WALL ART STOP FOR TEA ",3,"10/7/2011 9:42",5.95,15297,"United Kingdom"
"553038","23299","FOOD COVER WITH BEADS SET 2 ",6,"5/13/2011 8:11",3.75,12471,"Germany"
"574545","22423","REGENCY CAKESTAND 3 TIER",4,"11/4/2011 14:54",12.75,17084,"United Kingdom"
"571943","84879","ASSORTED COLOUR BIRD ORNAMENT",16,"10/20/2011 10:10",1.69,14638,"United Kingdom"
"580160","22306","SILVER MUG BONE CHINA TREE OF LIFE",12,"12/2/2011 10:47",1.06,12700,"France"
"538370","22699","ROSES REGENCY TEACUP AND SAUCER ",3,"12/12/2010 11:06",2.95,16923,"United Kingdom"
"563540","20981","12 PENCILS TALL TUBE WOODLAND",12,"8/17/2011 12:04",0.85,12473,"Germany"
"572990","23434","3 RAFFIA RIBBONS 50'S CHRISTMAS ",10,"10/27/2011 10:54",0.79,18276,"United Kingdom"
"555653","40003","WHITE BAMBOO RIBS LAMPSHADE",12,"6/6/2011 14:12",1.25,17673,"United Kingdom"
"546426","84946","ANTIQUE SILVER TEA GLASS ETCHED",6,"3/13/2011 13:46",1.25,13708,"United Kingdom"
"546982","85170D","SET/6 PINK BIRD T-LIGHT CANDLES",1,"3/18/2011 12:26",2.1,15483,"United Kingdom"
"542618","22720","SET OF 3 CAKE TINS PANTRY DESIGN ",1,"1/30/2011 15:52",4.95,14502,"United Kingdom"
"541524","22936","BAKING MOULD ROSE WHITE CHOCOLATE",6,"1/19/2011 10:49",3.25,17091,"United Kingdom"
"559173","22712","CARD DOLLY GIRL ",12,"7/7/2011 10:03",0.42,12540,"Spain"
"567295","22077","6 RIBBONS RUSTIC CHARM",12,"9/19/2011 12:16",1.95,17490,"United Kingdom"
"541256","85099C","JUMBO  BAG BAROQUE BLACK WHITE",10,"1/16/2011 14:36",1.95,13048,"United Kingdom"
"561679","21891","TRADITIONAL WOODEN SKIPPING ROPE",12,"7/28/2011 18:56",1.45,15245,"United Kingdom"
"568697","20728","LUNCH BAG CARS BLUE",20,"9/28/2011 14:57",1.65,16281,"United Kingdom"
"549691","84991","60 TEATIME FAIRY CAKE CASES",24,"4/11/2011 13:42",0.55,13549,"United Kingdom"
"551270","17091A","LAVENDER INCENSE IN TIN",2,"4/27/2011 12:35",0.38,15891,"United Kingdom"
"571281","22947","WOODEN ADVENT CALENDAR RED",28,"10/16/2011 13:23",12.75,14088,"United Kingdom"
"575051","23581","JUMBO BAG PAISLEY PARK",5,"11/8/2011 12:14",2.08,15957,"United Kingdom"
"571671","21672","WHITE SPOT RED CERAMIC DRAWER KNOB",12,"10/18/2011 13:15",1.45,16940,"United Kingdom"
"566017","22610","PENS ASSORTED FUNNY FACE",72,"9/8/2011 12:27",0.19,13330,"United Kingdom"
"575610","20717","STRAWBERRY SHOPPER BAG",10,"11/10/2011 12:45",1.25,16628,"United Kingdom"
"577826","84596F","SMALL MARSHMALLOWS PINK BOWL",16,"11/22/2011 9:43",0.42,17600,"United Kingdom"
"570404","22666","RECIPE BOX PANTRY YELLOW DESIGN",1,"10/10/2011 12:50",2.95,16395,"United Kingdom"
"540489","21669","BLUE STRIPE CERAMIC DRAWER KNOB",12,"1/7/2011 16:32",1.25,13593,"United Kingdom"
"548327","85099C","JUMBO  BAG BAROQUE BLACK WHITE",2,"3/30/2011 13:05",2.08,16788,"United Kingdom"
"570009","84991","60 TEATIME FAIRY CAKE CASES",24,"10/7/2011 9:38",0.55,14138,"United Kingdom"
"552826","22842","BISCUIT TIN VINTAGE RED",2,"5/11/2011 13:20",6.75,14277,"France"
"543541","22890","NOVELTY BISCUITS CAKE STAND 3 TIER",2,"2/9/2011 14:44",9.95,12462,"Spain"
"539000","21055","TOOL BOX SOFT TOY ",3,"12/15/2010 12:27",8.95,13092,"United Kingdom"
"573029","23510","MINI PLAYING CARDS GYMKHANA",2,"10/27/2011 13:33",0.42,14971,"United Kingdom"
"550196","85152","HAND OVER THE CHOCOLATE   SIGN ",2,"4/15/2011 10:09",2.1,14796,"United Kingdom"
"575647","23328","SET 6 SCHOOL MILK BOTTLES IN CRATE",4,"11/10/2011 14:16",3.75,16440,"United Kingdom"
"557528","84992","72 SWEETHEART FAIRY CAKE CASES",24,"6/21/2011 9:49",0.55,17159,"United Kingdom"
"559320","22178","VICTORIAN GLASS HANGING T-LIGHT",12,"7/7/2011 14:18",1.25,13208,"United Kingdom"
"557894","21705","BAG 500g SWIRLY MARBLES",2,"6/23/2011 14:13",1.65,14818,"United Kingdom"
"575491","23534","WALL ART STOP FOR TEA ",3,"11/9/2011 17:47",5.95,15531,"United Kingdom"
"578253","21121","SET/10 RED POLKADOT PARTY CANDLES",24,"11/23/2011 12:51",1.25,14744,"United Kingdom"
"566971","22569","FELTCRAFT CUSHION BUTTERFLY",4,"9/16/2011 9:03",3.75,12963,"United Kingdom"
"572660","22114","HOT WATER BOTTLE TEA AND SYMPATHY",3,"10/25/2011 12:30",4.25,14527,"United Kingdom"
"569331","20724","RED RETROSPOT CHARLOTTE BAG",10,"10/3/2011 13:39",0.85,16875,"United Kingdom"
"543803","22524","CHILDRENS GARDEN GLOVES BLUE",5,"2/13/2011 12:05",1.25,17126,"United Kingdom"
"540501","47504K","ENGLISH ROSE GARDEN SECATEURS",48,"1/9/2011 10:43",0.85,13162,"United Kingdom"
"562712","22417","PACK OF 60 SPACEBOY CAKE CASES",24,"8/8/2011 15:00",0.55,13016,"United Kingdom"
"571824","22382","LUNCH BAG SPACEBOY DESIGN ",10,"10/19/2011 11:49",1.65,12472,"Germany"
"544934","C2","CARRIAGE",1,"2/25/2011 9:01",50,13345,"United Kingdom"
"568874","23192","BUNDLE OF 3 ALPHABET EXERCISE BOOKS",1,"9/29/2011 12:16",1.65,14524,"United Kingdom"
"558926","20713","JUMBO BAG OWLS",10,"7/5/2011 10:21",2.08,17469,"United Kingdom"
"543910","84596F","SMALL MARSHMALLOWS PINK BOWL",8,"2/14/2011 12:36",1.25,13475,"United Kingdom"
"580272","84347","ROTATING SILVER ANGELS T-LIGHT HLDR",10,"12/2/2011 12:52",2.55,15547,"United Kingdom"
"574490","22497","SET OF 2 TINS VINTAGE BATHROOM ",2,"11/4/2011 13:04",4.25,17690,"United Kingdom"
"570444","22616","PACK OF 12 LONDON TISSUES ",12,"10/10/2011 14:38",0.39,17284,"United Kingdom"
"541274","22721","SET OF 3 CAKE TINS SKETCHBOOK",3,"1/17/2011 11:24",4.95,15696,"United Kingdom"
"554628","22437","SET OF 9 BLACK SKULL BALLOONS",10,"5/25/2011 11:26",0.85,15039,"United Kingdom"
"541205","21955","DOORMAT UNION JACK GUNS AND ROSES",4,"1/14/2011 12:23",7.95,18106,"United Kingdom"
"544668","22784","LANTERN CREAM GAZEBO ",3,"2/22/2011 15:14",4.95,16573,"United Kingdom"
"557274","23202","JUMBO BAG VINTAGE LEAF",10,"6/19/2011 11:44",2.08,14004,"United Kingdom"
"541932","22841","ROUND CAKE TIN VINTAGE GREEN",12,"1/24/2011 11:39",6.95,14439,"Greece"
"577052","22801","ANTIQUE GLASS PEDESTAL BOWL",2,"11/17/2011 14:08",3.75,17397,"United Kingdom"
"578299","23205","CHARLOTTE BAG VINTAGE ALPHABET ",20,"11/23/2011 14:53",0.85,16660,"United Kingdom"
"571717","23500","KEY RING BASEBALL BOOT ASSORTED ",20,"10/18/2011 17:10",1.25,14381,"United Kingdom"
"569715","23076","ICE CREAM SUNDAE LIP GLOSS",24,"10/5/2011 17:29",1.25,15856,"United Kingdom"
"552013","23199","JUMBO BAG APPLES",10,"5/5/2011 17:34",2.08,12451,"Switzerland"
"554669","23205","CHARLOTTE BAG VINTAGE ALPHABET ",10,"5/25/2011 15:31",0.85,15203,"United Kingdom"
"552046","47566","PARTY BUNTING",4,"5/6/2011 9:44",4.95,15235,"United Kingdom"
"559893","23208","LUNCH BAG VINTAGE LEAF DESIGN",10,"7/13/2011 12:06",1.65,14498,"United Kingdom"
"544677","22727","ALARM CLOCK BAKELIKE RED ",1,"2/22/2011 16:13",3.75,18196,"United Kingdom"
"537137","21257","VICTORIAN SEWING BOX MEDIUM",2,"12/5/2010 12:43",7.95,16327,"United Kingdom"
"561257","23161","REGENCY CAKE FORK",120,"7/26/2011 12:00",1.04,14911,"EIRE"
"572662","23295","SET OF 12 MINI LOAF BAKING CASES",8,"10/25/2011 12:54",0.83,15443,"United Kingdom"
"564507","22418","10 COLOUR SPACEBOY PEN",24,"8/25/2011 14:34",0.85,15513,"United Kingdom"
"567462","20984","12 PENCILS TALL TUBE POSY",2,"9/20/2011 12:35",0.29,14446,"United Kingdom"
"572066","22738","RIBBON REEL SNOWY VILLAGE",10,"10/20/2011 13:07",1.65,15159,"United Kingdom"
"570268","22585","PACK OF 6 BIRDY GIFT TAGS",60,"10/10/2011 10:16",1.25,13098,"United Kingdom"
"541123","21528","DAIRY MAID TRADITIONAL TEAPOT ",2,"1/14/2011 9:52",6.95,13385,"United Kingdom"
"568210","23203","JUMBO BAG VINTAGE DOILY ",20,"9/25/2011 15:56",2.08,17159,"United Kingdom"
"548491","22804","CANDLEHOLDER PINK HANGING HEART",3,"3/31/2011 13:14",2.95,14064,"United Kingdom"
"544586","22949","36 DOILIES DOLLY GIRL",4,"2/21/2011 15:04",1.45,17338,"United Kingdom"
"570887","23224","CHERUB HEART DECORATION GOLD",12,"10/13/2011 10:25",0.83,17169,"United Kingdom"
"574629","23208","LUNCH BAG VINTAGE LEAF DESIGN",1,"11/6/2011 11:21",1.65,16326,"United Kingdom"
"576570","23084","RABBIT NIGHT LIGHT",1,"11/15/2011 13:47",2.08,17220,"United Kingdom"
"557888","22780","LIGHT GARLAND BUTTERFILES PINK",1,"6/23/2011 13:51",4.25,14656,"United Kingdom"
"543737","22366","DOORMAT AIRMAIL ",8,"2/11/2011 12:45",7.95,12477,"Germany"
"561883","22795","SWEETHEART RECIPE BOOK STAND",2,"7/31/2011 12:52",6.75,13388,"United Kingdom"
"537137","82578","KITCHEN METAL SIGN",4,"12/5/2010 12:43",0.55,16327,"United Kingdom"
"560555","20984","12 PENCILS TALL TUBE POSY",2,"7/19/2011 13:01",0.29,14178,"United Kingdom"
"552714","22456","NATURAL SLATE CHALKBOARD LARGE ",3,"5/11/2011 9:28",4.95,17164,"United Kingdom"
"563183","22413","METAL SIGN TAKE IT OR LEAVE IT ",48,"8/12/2011 14:47",2.55,14110,"United Kingdom"
"563915","23161","REGENCY CAKE FORK",24,"8/21/2011 13:24",1.25,14224,"United Kingdom"
"543463","85150","LADIES & GENTLEMEN METAL SIGN",3,"2/8/2011 14:06",2.55,15311,"United Kingdom"
"561517","23078","ICE CREAM PEN LIP GLOSS ",24,"7/27/2011 15:17",1.25,18226,"United Kingdom"
"536796","84879","ASSORTED COLOUR BIRD ORNAMENT",1,"12/2/2010 15:46",1.69,15574,"United Kingdom"
"558087","21722","SWEET PUDDING STICKER SHEET",6,"6/26/2011 12:04",0.85,17323,"United Kingdom"
"538629","22933","BAKING MOULD EASTER EGG MILK CHOC",1,"12/13/2010 13:10",2.95,17799,"United Kingdom"
"580136","20724","RED RETROSPOT CHARLOTTE BAG",6,"12/1/2011 19:42",0.85,17841,"United Kingdom"
"539282","22834","HAND WARMER BABUSHKA DESIGN",24,"12/16/2010 15:45",0.85,16770,"United Kingdom"
"545596","20970","PINK FLORAL FELTCRAFT SHOULDER BAG",4,"3/4/2011 10:49",3.75,14447,"United Kingdom"
"569261","23505","PLAYING CARDS I LOVE LONDON ",1,"10/3/2011 11:34",1.25,17321,"United Kingdom"
"556194","21789","KIDS RAIN MAC PINK",24,"6/9/2011 12:20",0.85,12483,"Sweden"
"577029","23252","VINTAGE RED ENAMEL TRIM JUG ",2,"11/17/2011 12:59",3.75,15563,"United Kingdom"
"581538","23525","WALL ART BUFFALO BILL ",1,"12/9/2011 11:34",3.75,14446,"United Kingdom"
"544097","84970S","HANGING HEART ZINC T-LIGHT HOLDER",48,"2/16/2011 9:56",0.85,12455,"Cyprus"
"576900","22736","RIBBON REEL MAKING SNOWMEN ",10,"11/17/2011 8:53",1.65,15489,"United Kingdom"
"546875","21700","BIG DOUGHNUT FRIDGE MAGNETS",24,"3/17/2011 16:38",0.85,12514,"Italy"
"539730","22411","JUMBO SHOPPER VINTAGE RED PAISLEY",10,"12/21/2010 14:54",1.95,13487,"United Kingdom"
"569943","85184C","SET 4 VALENTINE DECOUPAGE HEART BOX",1,"10/6/2011 18:08",2.95,14592,"United Kingdom"
"577058","21891","TRADITIONAL WOODEN SKIPPING ROPE",1,"11/17/2011 14:29",1.45,18122,"United Kingdom"
"545543","22656","VINTAGE BLUE KITCHEN CABINET",1,"3/3/2011 14:43",125,13476,"United Kingdom"
"554974","23301","GARDENERS KNEELING PAD KEEP CALM ",24,"5/27/2011 17:14",1.65,14031,"United Kingdom"
"540247","72351A","SET/6 TURQUOISE BUTTERFLY T-LIGHTS",1,"1/5/2011 15:56",2.1,15464,"United Kingdom"
"554163","82578","KITCHEN METAL SIGN",2,"5/23/2011 11:52",0.55,14573,"United Kingdom"
"550335","22423","REGENCY CAKESTAND 3 TIER",2,"4/17/2011 14:36",12.75,15535,"United Kingdom"
"552642","22980","PANTRY SCRUBBING BRUSH",48,"5/10/2011 13:22",1.45,14288,"United Kingdom"
"546982","23004","TRAVEL CARD WALLET PANTRY",2,"3/18/2011 12:26",0.42,15483,"United Kingdom"
"546982","23006","TRAVEL CARD WALLET FLOWER MEADOW",2,"3/18/2011 12:26",0.42,15483,"United Kingdom"
"555416","22030","SWALLOWS GREETING CARD",12,"6/3/2011 10:15",0.42,14408,"United Kingdom"
"575902","21240","BLUE POLKADOT CUP",8,"11/11/2011 15:20",0.85,15544,"United Kingdom"
"554202","72140E","BEST DAD CANDLE LETTERS",3,"5/23/2011 12:14",0.85,13546,"United Kingdom"
"553067","22171","3 HOOK PHOTO SHELF ANTIQUE WHITE",2,"5/13/2011 11:44",8.5,16871,"United Kingdom"
"567658","22423","REGENCY CAKESTAND 3 TIER",1,"9/21/2011 14:50",12.75,14428,"United Kingdom"
"567482","23222","CHRISTMAS TREE HANGING GOLD",6,"9/20/2011 13:42",0.83,16464,"United Kingdom"
"570442","22896","PEG BAG APPLES DESIGN",1,"10/10/2011 14:37",2.55,16549,"United Kingdom"
"559070","82494L","WOODEN FRAME ANTIQUE WHITE ",6,"7/6/2011 10:41",2.95,13468,"United Kingdom"
"546133","22492","MINI PAINT SET VINTAGE ",36,"3/9/2011 15:20",0.65,14291,"United Kingdom"
"550626","85132C","CHARLIE AND LOLA FIGURES TINS",2,"4/19/2011 14:23",1.95,13184,"United Kingdom"
"567385","23168","CLASSIC CAFE SUGAR DISPENSER",144,"9/20/2011 10:27",1.04,14866,"United Kingdom"
"562137","23295","SET OF 12 MINI LOAF BAKING CASES",16,"8/3/2011 10:04",0.83,12720,"Germany"
"552457","22464","HANGING METAL HEART LANTERN",12,"5/9/2011 14:40",1.65,16477,"United Kingdom"
"558200","22061","LARGE CAKE STAND  HANGING STRAWBERY",1,"6/27/2011 13:00",9.95,15976,"United Kingdom"
"575516","22890","NOVELTY BISCUITS CAKE STAND 3 TIER",4,"11/10/2011 10:45",9.95,17340,"United Kingdom"
"566124","23360","SET 8 CANDLES VINTAGE DOILY",12,"9/9/2011 11:15",1.95,16515,"United Kingdom"
"560398","85014A","BLACK/BLUE POLKADOT UMBRELLA",48,"7/18/2011 14:10",4.95,12731,"France"
"540777","22699","ROSES REGENCY TEACUP AND SAUCER ",8,"1/11/2011 11:15",2.95,13144,"United Kingdom"
"546111","21703","BAG 125g SWIRLY MARBLES",9,"3/9/2011 12:39",0.42,14165,"United Kingdom"
"580752","23389","SPACEBOY MINI BACKPACK",4,"12/6/2011 9:56",4.15,12478,"Greece"
"563501","22348","TEA BAG PLATE RED RETROSPOT",10,"8/16/2011 17:27",0.85,15856,"United Kingdom"
"578686","23012","GLASS APOTHECARY BOTTLE PERFUME",4,"11/25/2011 9:18",3.95,13050,"United Kingdom"
"568050","20996","JAZZ HEARTS ADDRESS BOOK",9,"9/23/2011 12:38",0.19,15901,"United Kingdom"
"543300","22021","BLUE FELT EASTER EGG BASKET",3,"2/7/2011 11:42",1.65,13334,"United Kingdom"
"571229","22469","HEART OF WICKER SMALL",2,"10/14/2011 14:04",1.65,15453,"United Kingdom"
"564051","22853","CAT BOWL VINTAGE CREAM",6,"8/22/2011 13:32",3.25,14265,"Unspecified"
"551822","85123A","WHITE HANGING HEART T-LIGHT HOLDER",2,"5/4/2011 12:26",2.95,13524,"United Kingdom"
"578852","22175","PINK OWL SOFT TOY",1,"11/27/2011 11:12",2.95,17841,"United Kingdom"
"579146","23357","HOT WATER BOTTLE SEX BOMB",1,"11/28/2011 13:14",4.95,16347,"United Kingdom"
"564052","20727","LUNCH BAG  BLACK SKULL.",1,"8/22/2011 13:40",1.65,15033,"United Kingdom"
"541266","22195","LARGE HEART MEASURING SPOONS",3,"1/16/2011 16:25",1.65,15673,"United Kingdom"
"568193","23426","METAL SIGN DROP YOUR PANTS",3,"9/25/2011 14:37",2.89,17107,"United Kingdom"
"558235","22131","FOOD CONTAINER SET 3 LOVE HEART ",1,"6/27/2011 14:41",1.95,16242,"United Kingdom"
"575701","22558","CLOTHES PEGS RETROSPOT PACK 24 ",12,"11/10/2011 16:59",1.65,13396,"United Kingdom"
"551414","23040","PAPER LANTERN 9 POINT SNOW STAR ",6,"4/28/2011 13:35",5.75,15622,"United Kingdom"
"562448","20724","RED RETROSPOT CHARLOTTE BAG",100,"8/4/2011 19:22",0.72,17428,"United Kingdom"
"560729","22668","PINK BABY BUNTING",50,"7/20/2011 14:39",2.55,17511,"United Kingdom"
"545475","22969","HOMEMADE JAM SCENTED CANDLES",288,"3/3/2011 10:59",1.25,12415,"Australia"
"578511","22361","GLASS JAR DAISY FRESH COTTON WOOL",1,"11/24/2011 13:27",2.95,17975,"United Kingdom"
"559909","22046","TEA PARTY  WRAPPING PAPER ",25,"7/13/2011 14:28",0.42,18245,"United Kingdom"
"562377","82494L","WOODEN FRAME ANTIQUE WHITE ",6,"8/4/2011 15:04",2.95,14535,"United Kingdom"
"548698","21090","SET/6 COLLAGE PAPER PLATES",5,"4/3/2011 10:55",0.39,18109,"United Kingdom"
"561037","23249","VINTAGE RED ENAMEL TRIM PLATE",12,"7/24/2011 11:55",1.65,12472,"Germany"
"541509","85053","FRENCH ENAMEL CANDLEHOLDER",1,"1/18/2011 16:31",2.1,13263,"United Kingdom"
"571486","21382","SET/4 SPRING FLOWER DECORATION",24,"10/17/2011 14:59",0.75,17612,"United Kingdom"
"543518","21717","EASTER TIN BUCKET",32,"2/9/2011 11:21",2.1,12753,"Japan"
"571271","22470","HEART OF WICKER LARGE",2,"10/16/2011 12:16",2.95,15440,"United Kingdom"
"547860","22934","BAKING MOULD EASTER EGG WHITE CHOC",2,"3/27/2011 12:21",2.95,17625,"United Kingdom"
"560444","22097","SWALLOW SQUARE TISSUE BOX",5,"7/18/2011 17:15",0.39,13764,"United Kingdom"
"578275","21261","GREEN GOOSE FEATHER CHRISTMAS TREE ",1,"11/23/2011 13:46",2.95,15916,"United Kingdom"
"581098","23479","WIRE EGG BASKET ",2,"12/7/2011 11:42",7.85,14911,"EIRE"
"553182","22416","SET OF 36 DOILIES SPACEBOY DESIGN ",2,"5/15/2011 12:21",1.45,17107,"United Kingdom"
"542923","22847","BREAD BIN DINER STYLE IVORY",1,"2/2/2011 9:08",16.95,14665,"United Kingdom"
"580660","22197","POPCORN HOLDER",100,"12/5/2011 13:49",0.72,16592,"United Kingdom"
"568328","22327","ROUND SNACK BOXES SET OF 4 SKULLS",4,"9/26/2011 14:06",2.95,18016,"United Kingdom"
"547937","22249","DECORATION WHITE CHICK MAGIC GARDEN",2,"3/28/2011 14:27",0.85,15068,"United Kingdom"
"560473","22138","BAKING SET 9 PIECE RETROSPOT ",3,"7/19/2011 10:42",4.95,12431,"Australia"
"575037","22144","CHRISTMAS CRAFT LITTLE FRIENDS",10,"11/8/2011 11:51",2.1,16066,"United Kingdom"
"557145","23207","LUNCH BAG ALPHABET DESIGN",40,"6/17/2011 10:43",1.65,17139,"United Kingdom"
"537765","20780","BLACK EAR MUFF HEADPHONES",2,"12/8/2010 12:08",5.49,14606,"United Kingdom"
"558628","21791","VINTAGE HEADS AND TAILS CARD GAME ",12,"6/30/2011 17:59",1.25,12626,"Germany"
"574301","22077","6 RIBBONS RUSTIC CHARM",12,"11/3/2011 16:15",1.95,12544,"Spain"
"566557","23033","DRAWER KNOB CERAMIC RED",96,"9/13/2011 11:47",1.25,14646,"Netherlands"
"576014","22730","ALARM CLOCK BAKELIKE IVORY",2,"11/13/2011 14:29",3.75,17218,"United Kingdom"
"544670","22282","12 EGG HOUSE PAINTED WOOD",2,"2/22/2011 15:22",12.75,16161,"United Kingdom"
"563019","23144","ZINC T-LIGHT HOLDER STARS SMALL",12,"8/11/2011 12:58",0.83,17340,"United Kingdom"
"555637","46000S","POLYESTER FILLER PAD 40x40cm",8,"6/6/2011 12:47",1.45,12535,"France"
"563300","23298","SPOTTY BUNTING",14,"8/15/2011 12:57",4.95,16774,"United Kingdom"
"575932","22698","PINK REGENCY TEACUP AND SAUCER",5,"11/13/2011 10:35",2.95,16923,"United Kingdom"
"567968","22622","BOX OF VINTAGE ALPHABET BLOCKS",2,"9/23/2011 9:44",11.95,12546,"Spain"
"539118","21918","SET 12 KIDS COLOUR  CHALK STICKS",12,"12/16/2010 11:27",0.42,15563,"United Kingdom"
"563722","23326","HANGING MINI COLOURED BOTTLES",48,"8/18/2011 16:32",0.63,17720,"United Kingdom"
"549125","22264","FELT FARM ANIMAL WHITE BUNNY ",9,"4/6/2011 14:13",0.85,14964,"United Kingdom"
"549368","20973","12 PENCIL SMALL TUBE WOODLAND",13,"4/8/2011 11:26",0.65,18036,"United Kingdom"
"558363","22854","CREAM SWEETHEART EGG HOLDER",96,"6/28/2011 15:15",4.25,16029,"United Kingdom"
"545060","21670","BLUE SPOT CERAMIC DRAWER KNOB",6,"2/27/2011 13:47",1.25,15547,"United Kingdom"
"541872","21175","GIN + TONIC DIET METAL SIGN",4,"1/24/2011 9:52",2.1,14796,"United Kingdom"
"566006","23263","SET OF 3 WOODEN HEART DECORATIONS",12,"9/8/2011 12:01",1.25,13018,"United Kingdom"
"558038","23298","SPOTTY BUNTING",3,"6/24/2011 12:43",4.95,18219,"United Kingdom"
"578270","84991","60 TEATIME FAIRY CAKE CASES",1,"11/23/2011 13:39",1.25,14096,"United Kingdom"
"563917","71477","COLOUR GLASS. STAR T-LIGHT HOLDER",4,"8/21/2011 13:46",3.25,14572,"United Kingdom"
"576599","23367","SET 12 COLOUR PENCILS SPACEBOY ",24,"11/15/2011 15:06",0.65,14544,"United Kingdom"
"569013","22630","DOLLY GIRL LUNCH BOX",12,"9/30/2011 8:19",1.95,15187,"United Kingdom"
"566217","15056N","EDWARDIAN PARASOL NATURAL",1,"9/9/2011 15:17",12.46,14096,"United Kingdom"
"545399","21870","I CAN ONLY PLEASE ONE PERSON MUG",12,"3/2/2011 11:48",1.25,14934,"Channel Islands"
"578541","23027","DRAWER KNOB VINTAGE GLASS HEXAGON",6,"11/24/2011 15:01",2.08,14277,"France"
"578229","23355","HOT WATER BOTTLE KEEP CALM",2,"11/23/2011 11:54",4.95,16066,"United Kingdom"
"547030","22487","WHITE WOOD GARDEN PLANT LADDER",1,"3/20/2011 10:17",9.95,12948,"United Kingdom"
"580960","23201","JUMBO BAG ALPHABET",2,"12/6/2011 14:35",2.08,16016,"United Kingdom"
"559368","21936","RED RETROSPOT PICNIC BAG",5,"7/8/2011 9:38",2.95,17031,"United Kingdom"
"557147","23244","ROUND STORAGE TIN VINTAGE LEAF",12,"6/17/2011 10:51",1.95,12408,"Belgium"
"572304","82581","TOILET METAL SIGN",25,"10/23/2011 15:07",0.55,17131,"United Kingdom"
"537209","21616","4 PEAR BOTANICAL DINNER CANDLES",4,"12/5/2010 15:12",3.75,14606,"United Kingdom"
"569241","23082","SET 6 PAPER TABLE LANTERN HEARTS ",6,"10/3/2011 9:30",3.75,14488,"United Kingdom"
"579166","22800","ANTIQUE TALL SWIRLGLASS TRINKET POT",4,"11/28/2011 14:02",3.75,14290,"United Kingdom"
"578079","23569","TRADTIONAL ALPHABET STAMP SET",4,"11/22/2011 16:26",4.95,13985,"United Kingdom"
"553067","22847","BREAD BIN DINER STYLE IVORY",2,"5/13/2011 11:44",16.95,16871,"United Kingdom"
"562389","21746","SMALL RED RETROSPOT WINDMILL",24,"8/4/2011 15:55",1.25,16531,"United Kingdom"
"553527","22349","DOG BOWL CHASING BALL DESIGN",6,"5/17/2011 14:57",3.75,15123,"United Kingdom"
